"id","host_id","host_response_rate","host_is_superhost","property_type","host_identity_verified","neighbourhood_cleansed","instant_bookable","cancellation_policy","accommodates","bathrooms","bedrooms","beds","price"
23273596,173241517,0.5,"f","Condominium","f","Downtown","t","moderate",5,2,2,2,198
37690536,25813995,1,"f","Apartment","f","Downtown Eastside","t","strict_14_with_grace_period",3,1,1,2,250
3677710,600607,1,"f","Apartment","t","West End","f","strict_14_with_grace_period",5,2,3,4,119
27487398,44393130,1,"t","House","f","Renfrew-Collingwood","f","strict_14_with_grace_period",8,2,3,4,228
18487637,34776663,1,"t","House","t","West Point Grey","t","strict_14_with_grace_period",7,2,3,3,383
28412613,58880535,1,"t","Guest suite","f","Riley Park","t","moderate",4,1,1,2,85
16616603,653436,1,"f","House","f","Renfrew-Collingwood","t","strict_14_with_grace_period",2,1,1,1,59
35169166,15232103,1,"f","Condominium","f","Downtown","t","strict_14_with_grace_period",1,1,1,1,51
28815819,8566901,NA,"f","House","f","Kensington-Cedar Cottage","t","moderate",6,2.5,3,3,199
39896197,307293630,NA,"f","Condominium","t","Downtown","t","flexible",8,2,2,5,298
24277925,76816644,1,"t","Condominium","t","Downtown","f","strict_14_with_grace_period",5,2,3,3,250
26204770,125368592,1,"f","Condominium","f","Downtown","t","strict_14_with_grace_period",2,1,1,1,100
19019070,9507265,1,"t","Guest suite","t","Riley Park","t","moderate",4,1,1,2,95
27755563,206458271,1,"t","House","t","Renfrew-Collingwood","t","strict_14_with_grace_period",8,2,3,3,300
27611138,201814846,1,"f","House","f","Arbutus Ridge","t","moderate",2,1,1,1,50
21830900,21805745,1,"t","House","t","Kitsilano","f","strict_14_with_grace_period",4,1,2,2,115
35086082,63537424,1,"f","Condominium","t","Downtown","f","strict_14_with_grace_period",4,1,1,2,30
24738177,25509896,NA,"f","Apartment","t","Kensington-Cedar Cottage","f","moderate",3,1,1,1,75
33803915,81654658,1,"t","Tiny house","t","Mount Pleasant","t","flexible",2,1,0,1,95
38130672,270838242,1,"f","Apartment","f","Downtown","t","moderate",2,1,1,1,199
38783827,296421789,1,"f","House","f","Arbutus Ridge","f","strict_14_with_grace_period",6,2,2,3,399
32634540,89151601,1,"t","Guest suite","t","Hastings-Sunrise","f","strict_14_with_grace_period",2,1,1,1,86
22177536,161917929,0.8,"f","House","f","Renfrew-Collingwood","t","strict_14_with_grace_period",2,1,1,1,75
13617271,5553514,NA,"f","House","f","Grandview-Woodland","t","moderate",4,1,3,3,85
38386759,269108189,1,"f","Villa","f","West Point Grey","t","strict_14_with_grace_period",2,1.5,1,1,99
37299899,278606388,0.96,"f","Apartment","t","Downtown","t","moderate",4,1,1,2,329
27108229,66007418,NA,"f","Guesthouse","t","Marpole","f","moderate",10,1.5,3,5,230
18814079,26872509,1,"f","Apartment","t","Mount Pleasant","t","strict_14_with_grace_period",4,1,1,2,160
7485529,8374150,1,"t","Condominium","t","Downtown","f","strict_14_with_grace_period",4,2,2,2,180
34983596,263580416,1,"f","House","f","Dunbar Southlands","f","flexible",4,1,1,2,248
34855762,57069107,0.95,"f","Guest suite","f","Kensington-Cedar Cottage","t","strict_14_with_grace_period",5,1,2,3,88
38599663,294550579,1,"f","House","f","Kensington-Cedar Cottage","t","flexible",4,1,1,2,69
39532119,301597313,1,"f","Townhouse","f","Downtown","f","strict_14_with_grace_period",2,1,1,1,139
6347338,30993322,1,"t","House","f","Riley Park","f","strict_14_with_grace_period",2,1,2,1,106
7674840,3844155,NA,"f","Townhouse","t","Grandview-Woodland","f","strict_14_with_grace_period",7,1,3,4,224
20787153,130193056,1,"f","House","f","Killarney","t","strict_14_with_grace_period",2,1,1,1,77
38033364,272345960,1,"f","House","f","Arbutus Ridge","t","strict_14_with_grace_period",10,3.5,4,5,499
34487568,260318757,1,"f","Apartment","f","Downtown","f","strict_14_with_grace_period",2,1,1,1,199
27083650,203794484,1,"t","Guest suite","f","Kensington-Cedar Cottage","t","moderate",2,1,0,1,65
25943228,67054523,1,"f","Guest suite","f","Kitsilano","f","moderate",2,1,1,2,151
38362477,291713757,1,"t","Guest suite","f","Oakridge","t","flexible",2,1,1,1,79
27638711,68476865,NA,"f","Apartment","f","Downtown","f","strict_14_with_grace_period",1,1,1,1,239
29856747,348623,1,"f","Guest suite","t","Hastings-Sunrise","t","moderate",6,1,2,4,36
31240187,180017812,1,"f","House","f","Arbutus Ridge","t","strict_14_with_grace_period",3,1,1,2,88
24469246,18871578,NA,"f","House","f","West Point Grey","t","strict_14_with_grace_period",6,1.5,3,4,275
39585660,188209109,1,"t","House","f","Oakridge","f","flexible",2,1,1,1,88
24066913,139891966,1,"f","Condominium","f","Fairview","f","flexible",2,1,0,1,90
16491614,107942170,1,"f","Apartment","t","West End","f","strict_14_with_grace_period",2,1,1,1,95
37017397,39465103,1,"f","House","t","Grandview-Woodland","f","flexible",2,1,1,1,65
38459492,277410970,1,"f","Bungalow","f","Oakridge","t","strict_14_with_grace_period",4,2,1,1,48
39557852,298342641,1,"f","House","f","Arbutus Ridge","t","flexible",2,1,1,1,81
32576711,111484772,1,"t","House","t","Marpole","f","moderate",2,1.5,1,1,59
37308744,264814066,1,"f","House","f","Mount Pleasant","t","moderate",8,1,4,4,250
36603153,184468096,1,"f","Condominium","f","West End","f","strict_14_with_grace_period",2,1,2,2,55
16302576,15981416,NA,"f","Apartment","f","Grandview-Woodland","f","moderate",2,1,1,1,115
21666600,157705019,1,"f","House","f","Kensington-Cedar Cottage","f","moderate",4,1,1,1,77
34368772,259463161,1,"f","Guest suite","f","Dunbar Southlands","t","flexible",2,1,1,1,77
38136009,289722669,1,"f","Guest suite","f","Oakridge","t","flexible",6,1.5,2,3,246
39445992,66507029,0.99,"f","House","t","Kitsilano","t","strict_14_with_grace_period",2,1,1,2,59
32991946,182110861,0.89,"f","Villa","f","Shaughnessy","t","strict_14_with_grace_period",4,2,2,2,199
34905155,24057390,1,"t","House","t","Riley Park","t","flexible",2,1,1,1,65
32918277,247650609,1,"f","Apartment","f","West End","t","strict_14_with_grace_period",2,1,0,1,250
37940015,113740248,1,"t","House","f","Kensington-Cedar Cottage","t","moderate",2,1,1,1,110
4947735,18340396,1,"f","House","t","Arbutus Ridge","t","strict_14_with_grace_period",10,3,5,6,600
20256716,90158072,1,"t","House","f","Hastings-Sunrise","t","moderate",4,1,1,2,94
2106364,7940236,1,"t","House","f","Renfrew-Collingwood","t","strict_14_with_grace_period",1,1.5,1,1,65
26307955,138977538,NA,"f","Townhouse","f","Kensington-Cedar Cottage","f","flexible",3,1.5,2,2,176
11478198,6686074,NA,"f","Apartment","f","Kitsilano","f","flexible",4,2,2,2,140
28464480,600607,1,"f","Condominium","t","Kitsilano","f","strict_14_with_grace_period",2,1,1,1,75
38821207,297106721,1,"f","Condominium","f","Downtown Eastside","t","moderate",4,1,2,2,199
15987030,31685027,1,"f","Apartment","f","Kitsilano","t","flexible",1,8,1,1,46
37160671,200833885,0.95,"f","Condominium","f","Downtown","f","strict_14_with_grace_period",2,1,1,1,300
28151029,525761,NA,"f","House","f","Grandview-Woodland","f","strict_14_with_grace_period",4,1,1,1,151
39206824,287917934,1,"f","House","f","Victoria-Fraserview","t","strict_14_with_grace_period",4,2,1,4,33
39919682,30899,0.81,"f","Apartment","t","Downtown","f","strict_14_with_grace_period",5,2,2,2,217
2811792,14384208,0.82,"f","House","f","Fairview","t","strict_14_with_grace_period",2,1,1,1,100
17591174,119520299,1,"t","Guest suite","t","Victoria-Fraserview","f","strict_14_with_grace_period",3,1,2,2,110
36206040,201883823,1,"t","Guesthouse","f","Renfrew-Collingwood","f","moderate",6,2,3,4,198
39895799,304017925,1,"f","Apartment","f","Downtown","f","strict_14_with_grace_period",2,1,1,1,180
16439775,38459934,0.92,"f","Serviced apartment","f","Downtown","f","moderate",2,1,0,1,120
35903818,270052064,1,"t","Apartment","f","Downtown","t","strict_14_with_grace_period",4,1,1,2,273
39453414,303053503,1,"f","Apartment","f","Downtown","t","strict_14_with_grace_period",4,1,1,2,149
21572807,156698374,NA,"f","Apartment","f","Downtown","f","strict_14_with_grace_period",2,2,2,2,149
19866248,39181323,1,"f","House","t","West Point Grey","t","strict_14_with_grace_period",2,1,1,1,98
32164701,30236899,1,"t","Guest suite","f","Riley Park","t","flexible",4,1,2,2,94
14819863,9813051,1,"f","House","t","Grandview-Woodland","f","moderate",2,1,1,1,73
32962975,248075656,1,"f","House","t","Renfrew-Collingwood","t","moderate",7,1,3,3,250
11512985,60671485,1,"t","Guesthouse","f","Riley Park","f","moderate",5,1.5,2,2,154
36807279,276665934,1,"t","House","f","Renfrew-Collingwood","f","flexible",2,1,1,1,50
33401298,174761436,0.95,"f","Apartment","t","Downtown","t","strict_14_with_grace_period",6,2,2,2,250
27141391,203678620,NA,"f","House","f","Sunset","f","moderate",3,1,2,2,65
18063805,28946580,1,"f","House","f","Marpole","f","moderate",1,1.5,1,1,50
15028451,94894854,NA,"f","Apartment","f","Downtown","t","flexible",2,1,1,1,230
7091335,23820873,NA,"f","Guest suite","t","Kensington-Cedar Cottage","f","moderate",4,1,2,2,58
2944104,7338933,1,"f","Apartment","t","Downtown","f","strict_14_with_grace_period",2,1,1,1,104
4348412,21966373,1,"t","House","t","Kitsilano","f","strict_14_with_grace_period",4,1,2,2,120
31882813,62351578,1,"t","Apartment","f","Kerrisdale","t","strict_14_with_grace_period",4,2,2,2,210
18096431,27948074,NA,"f","Apartment","t","Kitsilano","f","strict_14_with_grace_period",2,1,1,1,99
4351464,21683172,1,"t","Apartment","t","Downtown","f","strict_14_with_grace_period",2,1,1,1,75
20484308,89960506,1,"t","Loft","t","Downtown Eastside","f","strict_14_with_grace_period",2,1,1,1,140
13297246,317618,1,"t","Apartment","t","Downtown","f","strict_14_with_grace_period",2,1,0,1,236
32938567,247844801,1,"f","House","f","Sunset","t","flexible",2,1,1,1,65
29862163,222277432,0.9,"f","House","f","South Cambie","t","moderate",2,1,1,1,45
26521642,4099213,NA,"f","Townhouse","f","Kensington-Cedar Cottage","f","strict_14_with_grace_period",5,2,3,3,129
39458368,60152405,1,"t","Apartment","f","West End","f","strict_14_with_grace_period",3,1,1,1,176
32172374,198845436,1,"f","Apartment","f","Downtown","t","moderate",3,1,1,2,151
32189735,9311853,1,"t","Apartment","f","Mount Pleasant","t","strict_14_with_grace_period",3,1,1,2,149
20535328,67266938,1,"f","House","t","Kensington-Cedar Cottage","f","strict_14_with_grace_period",5,1.5,2,3,250
16245287,10375254,NA,"f","House","t","Riley Park","f","strict_14_with_grace_period",7,2.5,3,5,449
23616072,2502595,1,"f","Serviced apartment","f","Downtown","f","moderate",6,2,2,2,350
14177739,85864416,1,"f","House","f","Kensington-Cedar Cottage","f","moderate",4,1,2,3,199
38100837,289206175,1,"f","House","f","Oakridge","f","strict_14_with_grace_period",6,1,3,3,350
34625701,261226582,1,"f","Townhouse","f","Downtown","f","strict_14_with_grace_period",5,1.5,2,2,264
16810371,4710337,1,"f","House","f","West Point Grey","f","strict_14_with_grace_period",2,1,1,1,95
38952687,298342641,1,"f","House","f","Arbutus Ridge","t","flexible",2,1,1,1,100
21879605,9187,1,"f","Apartment","f","Strathcona","f","strict_14_with_grace_period",4,1,1,1,88
3249720,16437286,1,"f","Guest suite","t","Riley Park","f","strict_14_with_grace_period",4,1,2,2,99
38972875,120742101,1,"f","Condominium","f","Downtown","t","flexible",2,1,1,1,199
12075601,7013257,1,"t","Apartment","t","Downtown","f","moderate",1,1,1,1,57
28111967,36238476,1,"t","Condominium","t","Downtown","f","strict_14_with_grace_period",4,1,2,3,199
33142743,31552430,1,"f","Townhouse","f","Kensington-Cedar Cottage","t","moderate",4,1,2,2,112
32917134,4907834,0.86,"t","Townhouse","t","Downtown Eastside","f","moderate",2,1.5,1,1,100
35062542,264119082,1,"f","Condominium","f","Downtown","t","strict_14_with_grace_period",4,1,1,2,160
33948570,241574903,1,"t","Condominium","f","Downtown Eastside","f","moderate",3,1,1,2,102
39559958,303956765,1,"f","Apartment","f","Downtown Eastside","t","strict_14_with_grace_period",2,1,1,1,185
8210512,43294549,NA,"f","House","f","Riley Park","t","flexible",3,1.5,2,3,135
36485140,170197323,1,"t","Loft","f","Downtown","f","strict_14_with_grace_period",2,1,1,1,190
33294157,63527562,0.8,"f","House","f","Marpole","t","strict_14_with_grace_period",2,1,1,1,69
38411088,291813227,1,"f","House","f","Kerrisdale","t","flexible",8,3,4,4,190
38621802,58512,1,"f","House","f","Mount Pleasant","f","strict_14_with_grace_period",10,2,5,5,85
22817433,168648735,NA,"f","Apartment","f","Downtown","t","moderate",4,2,2,4,399
39584786,76376244,0.9,"f","House","f","Riley Park","t","strict_14_with_grace_period",3,1,1,0,55
35046088,142052767,1,"t","Townhouse","f","Fairview","f","strict_14_with_grace_period",6,2,3,3,176
38219392,290376793,1,"f","Apartment","f","Downtown","f","moderate",2,1,1,1,149
38356528,238939614,1,"f","Condominium","f","Downtown","t","flexible",6,2,2,2,390
21632861,157402267,1,"f","House","f","Hastings-Sunrise","t","moderate",2,1,1,1,45
38706862,277410970,1,"f","House","f","Marpole","t","strict_14_with_grace_period",5,2,1,2,45
35093302,264354895,1,"f","House","f","West Point Grey","f","strict_14_with_grace_period",2,1,1,1,151
9597706,49675003,1,"t","Loft","t","Downtown","f","strict_14_with_grace_period",4,1,1,1,176
34200300,183139590,1,"t","House","f","Kensington-Cedar Cottage","t","strict_14_with_grace_period",2,1,1,1,129
27656393,317618,1,"t","Timeshare","t","Downtown","f","strict_14_with_grace_period",2,1,1,1,261
37473319,3913210,1,"f","Condominium","t","Downtown","t","strict_14_with_grace_period",2,1,1,1,199
38194073,4292229,1,"t","Condominium","f","Downtown Eastside","f","strict_14_with_grace_period",4,2,2,2,279
22813058,136821477,1,"f","Townhouse","t","Downtown Eastside","t","flexible",7,1.5,4,4,176
37497481,12189457,1,"f","Townhouse","f","Hastings-Sunrise","f","flexible",5,2,3,3,170
25014800,188209109,1,"t","House","f","Oakridge","t","moderate",2,1,1,1,75
9348626,39477066,0.5,"f","House","t","Kitsilano","t","strict_14_with_grace_period",6,2.5,3,3,1000
1614025,3092935,1,"t","Apartment","t","Downtown","f","strict_14_with_grace_period",2,1,1,1,110
36845605,276937761,0.95,"t","Condominium","f","Downtown","t","strict_14_with_grace_period",4,1,1,2,160
10282876,48804113,1,"f","Bed and breakfast","f","Downtown","f","flexible",2,1,1,1,85
28583815,79681152,1,"t","Condominium","t","Grandview-Woodland","f","strict_14_with_grace_period",4,1,1,2,151
7827146,41215176,NA,"f","House","f","Riley Park","f","strict_14_with_grace_period",5,2.5,3,4,320
28703869,216530396,1,"f","Guest suite","f","West Point Grey","f","moderate",2,1,1,2,70
21055005,600607,1,"f","Apartment","t","Downtown","f","strict_14_with_grace_period",3,1,2,2,92
37056099,180257,1,"t","Condominium","f","Downtown","t","strict_14_with_grace_period",6,1,2,3,316
13843432,8862950,1,"f","Apartment","t","Grandview-Woodland","f","strict_14_with_grace_period",2,1,1,1,65
29803139,123225390,1,"t","Condominium","f","Downtown","t","strict_14_with_grace_period",2,1,1,1,140
21853186,97541929,1,"t","House","f","Dunbar Southlands","f","strict_14_with_grace_period",8,3.5,4,5,594
33555765,252848386,1,"f","Condominium","f","Downtown","t","flexible",3,1,0,1,111
688828,1465740,NA,"f","House","t","Kitsilano","f","strict_14_with_grace_period",6,1.5,3,4,257
32315927,94212936,1,"f","Condominium","f","Downtown","t","strict_14_with_grace_period",2,1,1,1,100
39421282,301560008,1,"f","Guest suite","f","Kensington-Cedar Cottage","t","strict_14_with_grace_period",2,1,1,1,55
34319311,16307369,1,"t","Apartment","t","West End","f","moderate",3,1,1,1,151
29997039,188731233,1,"f","House","f","Dunbar Southlands","f","strict_14_with_grace_period",4,2,3,3,170
37161436,277254993,1,"f","House","f","Marpole","t","strict_14_with_grace_period",1,2,1,1,26
36875175,277160421,1,"t","Apartment","f","Mount Pleasant","t","strict_14_with_grace_period",2,1,0,1,140
26456620,198948827,1,"f","House","f","Victoria-Fraserview","t","strict_14_with_grace_period",8,3.5,4,4,191
2466134,8136828,0.4,"f","Apartment","t","Downtown","f","moderate",2,1,1,2,242
3130486,15897416,0.9,"f","Loft","t","Mount Pleasant","f","moderate",2,1,1,1,149
27112358,48128590,NA,"f","Guest suite","t","Kitsilano","t","flexible",2,1,1,1,110
36003569,230537114,1,"t","Guest suite","f","Kitsilano","f","strict_14_with_grace_period",4,1,2,2,135
36186216,268249072,1,"f","House","f","Shaughnessy","f","strict_14_with_grace_period",2,1,1,1,100
18226465,86719825,1,"f","Guest suite","t","Riley Park","t","strict_14_with_grace_period",4,1,2,2,92
29802861,224223234,1,"t","House","t","Kensington-Cedar Cottage","f","strict_14_with_grace_period",8,2.5,3,15,250
30206363,226881985,NA,"f","House","f","West Point Grey","t","moderate",4,2.5,2,2,429
24139303,31189071,1,"f","Apartment","t","Downtown","t","strict_14_with_grace_period",3,1,1,1,100
9886077,31685027,1,"f","Apartment","f","Kitsilano","f","strict_14_with_grace_period",1,3.5,1,1,62
38069461,276911566,1,"f","Guest suite","f","Riley Park","t","strict_14_with_grace_period",2,1,1,1,100
39193410,300744533,1,"f","Guest suite","f","Marpole","f","flexible",4,1,2,2,99
38005174,288290927,1,"f","Apartment","f","Marpole","f","strict_14_with_grace_period",3,1,1,1,151
38773005,296519429,NA,"f","Condominium","f","Kitsilano","t","flexible",3,2,2,2,199
1156898,1344421,1,"t","House","t","Victoria-Fraserview","f","flexible",2,1,1,1,36
39749534,305513299,1,"f","Guest suite","f","Kitsilano","f","strict_14_with_grace_period",3,1,1,3,100
18813602,130992872,0.9,"f","Serviced apartment","f","Downtown","t","strict_14_with_grace_period",3,1,1,2,151
34984484,263583131,NA,"f","House","t","Dunbar Southlands","t","strict_14_with_grace_period",6,3,3,3,553
36310104,11917534,1,"t","House","f","Renfrew-Collingwood","t","flexible",2,1,1,1,120
28133784,212504336,1,"t","Condominium","f","West End","t","strict_14_with_grace_period",4,1,1,1,166
26370992,198320639,1,"f","Apartment","f","Downtown","f","strict_14_with_grace_period",3,1,1,1,176
10851958,18103016,1,"t","House","t","Dunbar Southlands","f","strict_14_with_grace_period",10,2,3,5,495
33266841,600607,1,"f","Condominium","t","Downtown","f","strict_14_with_grace_period",2,1,1,1,91
28844782,137201906,1,"t","Apartment","f","Downtown","f","moderate",2,1,0,1,120
38363123,292087369,1,"f","House","f","Oakridge","f","moderate",2,1,1,1,63
29552219,222506477,1,"f","Apartment","f","Downtown","t","strict_14_with_grace_period",2,1,1,1,390
39654873,66507029,0.99,"f","House","t","Arbutus Ridge","t","strict_14_with_grace_period",2,1,1,1,49
35943713,153310448,1,"f","Guest suite","f","Hastings-Sunrise","t","strict_14_with_grace_period",7,2,3,3,250
